Fecha,Categoria,Producto,Region,Metodo_Pago,Cantidad,Precio_Unitario,Costo_Unitario,Descuento,Venta_Total,Costo_Total,Beneficio
2023-01-03,Hogar,Cama,Norte,PayPal,7,331.37,127.34,0.05,2203.59,891.36,1312.23
2023-01-03,Ropa,Chaqueta,Centro,Tarjeta de Crédito,5,243.39,137.78,0.0,1216.97,688.89,528.08
2023-01-03,Electrónica,Auriculares,Sur,Tarjeta de Crédito,4,1315.9,920.14,0.05,5000.43,3680.56,1319.87
2023-01-03,Ropa,Zapatos,Norte,Efectivo,8,167.45,68.68,0.0,1339.59,549.46,790.13
2023-01-03,Deportes,Bicicleta,Oeste,Transferencia,1,42.82,17.88,0.05,40.68,17.88,22.8
2023-01-03,Hogar,Cama,Centro,Efectivo,4,199.22,88.45,0.0,796.87,353.82,443.05
2023-01-03,Hogar,Mesa,Norte,Efectivo,8,198.33,87.45,0.1,1428.01,699.56,728.44
2023-01-04,Juguetes,Lego,Este,Efectivo,5,183.46,128.55,0.15,779.72,642.76,136.96
2023-01-04,Juguetes,Lego,Este,Efectivo,3,50.44,24.1,0.0,151.33,72.3,79.03
2023-01-04,Electrónica,Laptop,Oeste,Transferencia,1,589.2,275.1,0.0,589.2,275.1,314.1
2023-01-04,Ropa,Gorra,Sur,Efectivo,1,59.68,39.71,0.0,59.68,39.71,19.97
2023-01-04,Deportes,Cinta de correr,Centro,Efectivo,2,210.33,89.75,0.15,357.56,179.5,178.06
2023-01-04,Juguetes,Lego,Centro,Efectivo,9,280.7,164.4,0.2,2021.07,1479.63,541.44
2023-01-04,Electrónica,Tablet,Este,Tarjeta de Crédito,2,412.33,231.22,0.1,742.2,462.43,279.77
2023-01-04,Ropa,Camiseta,Oeste,PayPal,1,162.73,70.97,0.05,154.59,70.97,83.62
2023-01-04,Deportes,Bicicleta,Sur,Efectivo,2,186.86,123.25,0.05,355.04,246.51,108.53
2023-01-04,Juguetes,Lego,Sur,Efectivo,10,314.28,118.37,0.2,2514.21,1183.69,1330.52
2023-01-04,Electrónica,Smartwatch,Este,Tarjeta de Crédito,8,373.01,200.57,0.2,2387.27,1604.59,782.67
2023-01-04,Deportes,Pesas,Sur,PayPal,3,184.3,110.84,0.2,442.32,332.51,109.82
2023-01-05,Electrónica,Smartwatch,Sur,PayPal,3,1554.86,933.59,0.15,3964.9,2800.77,1164.13
2023-01-05,Hogar,Sofá,Norte,PayPal,7,220.99,117.44,0.05,1469.59,822.08,647.51
2023-01-05,Hogar,Sofá,Norte,PayPal,9,200.47,143.63,0.0,1804.24,1292.71,511.52
2023-01-05,Ropa,Gorra,Norte,Tarjeta de Crédito,7,257.37,138.02,0.2,1441.26,966.17,475.1
2023-01-05,Hogar,Sofá,Oeste,PayPal,5,60.89,39.9,0.0,304.43,199.49,104.94
2023-01-05,Ropa,Zapatos,Sur,Transferencia,3,199.96,111.91,0.2,479.9,335.72,144.17
2023-01-05,Hogar,Cama,Este,Tarjeta de Crédito,9,20.25,7.61,0.0,182.25,68.51,113.74
2023-01-05,Electrónica,Smartwatch,Centro,Efectivo,4,267.41,108.08,0.2,855.71,432.33,423.37
2023-01-05,Deportes,Balón,Norte,Tarjeta de Crédito,4,146.49,61.21,0.0,585.95,244.82,341.13
2023-01-05,Juguetes,Lego,Sur,Transferencia,7,252.6,151.12,0.15,1502.98,1057.83,445.15
2023-01-05,Juguetes,Lego,Este,PayPal,5,162.14,102.07,0.0,810.68,510.33,300.35
2023-01-05,Hogar,Mesa,Este,Efectivo,8,14.67,6.54,0.0,117.32,52.34,64.98
2023-01-05,Ropa,Gorra,Este,PayPal,7,279.67,144.25,0.0,1957.67,1009.72,947.95
2023-01-05,Deportes,Balón,Norte,Efectivo,3,214.56,148.44,0.0,643.68,445.31,198.37
2023-01-05,Juguetes,Puzzle,Este,PayPal,7,186.25,72.92,0.0,1303.76,510.47,793.28
2023-01-05,Ropa,Gorra,Centro,PayPal,10,45.29,20.67,0.0,452.87,206.68,246.18
2023-01-05,Deportes,Pesas,Oeste,PayPal,8,163.06,70.89,0.05,1239.23,567.14,672.09
2023-01-05,Ropa,Camiseta,Centro,PayPal,4,203.38,106.06,0.05,772.83,424.24,348.59
2023-01-05,Electrónica,Laptop,Este,Efectivo,2,610.81,347.9,0.0,1221.62,695.8,525.82
2023-01-06,Juguetes,Peluche,Oeste,Tarjeta de Crédito,4,138.98,59.93,0.15,472.54,239.73,232.82
2023-01-06,Juguetes,Coche RC,Norte,Efectivo,10,44.67,30.72,0.0,446.74,307.21,139.53
2023-01-06,Ropa,Zapatos,Sur,Efectivo,4,175.62,78.21,0.15,597.09,312.83,284.26
2023-01-06,Deportes,Pesas,Norte,PayPal,2,151.48,83.3,0.1,272.66,166.6,106.05
2023-01-06,Deportes,Bicicleta,Este,Tarjeta de Crédito,10,107.81,45.64,0.0,1078.06,456.45,621.61
2023-01-06,Electrónica,Auriculares,Sur,PayPal,7,77.84,45.8,0.0,544.91,320.61,224.3
2023-01-07,Deportes,Raqueta,Norte,PayPal,5,277.21,125.23,0.0,1386.05,626.15,759.91
2023-01-07,Deportes,Bicicleta,Este,Efectivo,9,347.62,134.08,0.0,3128.58,1206.75,1921.83
2023-01-07,Deportes,Cinta de correr,Oeste,Transferencia,4,320.72,143.13,0.1,1154.6,572.52,582.08
2023-01-07,Hogar,Lámpara,Este,PayPal,10,273.3,119.71,0.0,2733.04,1197.08,1535.96
2023-01-07,Hogar,Mesa,Este,Efectivo,7,159.71,77.96,0.15,950.29,545.7,404.59
2023-01-07,Electrónica,Laptop,Norte,Tarjeta de Crédito,2,1003.87,679.28,0.0,2007.73,1358.55,649.18
2023-01-07,Hogar,Lámpara,Centro,PayPal,8,285.21,139.91,0.2,1825.33,1119.27,706.06
2023-01-07,Ropa,Camiseta,Centro,Transferencia,1,113.57,72.41,0.1,102.22,72.41,29.8
2023-01-07,Deportes,Cinta de correr,Centro,Transferencia,3,184.27,77.38,0.1,497.53,232.14,265.38
2023-01-07,Electrónica,Tablet,Oeste,Transferencia,4,153.3,78.32,0.2,490.57,313.29,177.29
2023-01-07,Hogar,Mesa,Sur,Tarjeta de Crédito,8,153.34,80.01,0.1,1104.02,640.12,463.91
2023-01-08,Deportes,Bicicleta,Sur,Transferencia,8,147.1,85.69,0.0,1176.82,685.49,491.34
2023-01-08,Ropa,Chaqueta,Oeste,Tarjeta de Crédito,6,176.19,67.2,0.0,1057.12,403.2,653.92
2023-01-08,Hogar,Cama,Oeste,Transferencia,5,82.14,47.45,0.1,369.61,237.23,132.38
2023-01-08,Ropa,Gorra,Centro,PayPal,9,40.32,23.29,0.0,362.92,209.59,153.33
2023-01-08,Ropa,Zapatos,Este,Tarjeta de Crédito,7,59.03,24.68,0.0,413.2,172.77,240.43
2023-01-08,Hogar,Mesa,Oeste,Tarjeta de Crédito,7,19.17,12.89,0.1,120.77,90.21,30.56
2023-01-08,Ropa,Zapatos,Este,Tarjeta de Crédito,9,300.92,130.32,0.0,2708.25,1172.84,1535.41
2023-01-08,Hogar,Mesa,Oeste,Tarjeta de Crédito,8,340.73,185.15,0.05,2589.55,1481.17,1108.38
2023-01-08,Hogar,Silla,Centro,Tarjeta de Crédito,9,212.05,92.6,0.0,1908.49,833.36,1075.13
2023-01-08,Deportes,Raqueta,Este,Transferencia,2,119.61,62.57,0.15,203.33,125.14,78.19
2023-01-09,Hogar,Sofá,Este,PayPal,2,68.9,25.94,0.0,137.81,51.88,85.93
2023-01-09,Electrónica,Laptop,Norte,Transferencia,3,903.49,662.15,0.1,2439.43,1986.46,452.98
2023-01-09,Ropa,Chaqueta,Centro,Efectivo,2,68.02,31.0,0.05,129.24,62.01,67.24
2023-01-09,Hogar,Lámpara,Este,Efectivo,1,191.62,116.64,0.1,172.46,116.64,55.82
2023-01-09,Ropa,Camiseta,Este,Transferencia,5,82.19,38.05,0.0,410.94,190.25,220.69
2023-01-09,Ropa,Chaqueta,Norte,Tarjeta de Crédito,2,70.93,35.8,0.0,141.85,71.6,70.25
2023-01-09,Juguetes,Muñeca,Este,Efectivo,1,11.62,5.88,0.05,11.04,5.88,5.16
2023-01-09,Juguetes,Puzzle,Oeste,Transferencia,7,212.38,113.26,0.05,1412.34,792.85,619.5
2023-01-09,Deportes,Bicicleta,Norte,PayPal,2,302.73,194.43,0.0,605.45,388.85,216.6
2023-01-09,Juguetes,Peluche,Norte,Tarjeta de Crédito,6,132.09,59.7,0.0,792.56,358.2,434.36
2023-01-09,Ropa,Camiseta,Este,Transferencia,4,34.41,21.98,0.1,123.89,87.91,35.99
2023-01-09,Deportes,Raqueta,Este,Efectivo,3,50.85,24.87,0.05,144.92,74.62,70.3
2023-01-09,Electrónica,Smartphone,Sur,Transferencia,6,1387.31,560.37,0.1,7491.46,3362.22,4129.24
2023-01-10,Ropa,Gorra,Norte,Transferencia,6,276.5,169.99,0.0,1659.01,1019.96,639.05
2023-01-10,Deportes,Raqueta,Norte,Efectivo,9,209.31,128.86,0.1,1695.37,1159.74,535.64
2023-01-10,Ropa,Zapatos,Centro,Tarjeta de Crédito,4,21.89,10.83,0.0,87.58,43.31,44.27
2023-01-10,Juguetes,Puzzle,Este,Tarjeta de Crédito,2,271.06,134.36,0.0,542.13,268.72,273.4
2023-01-10,Ropa,Pantalón,Centro,Tarjeta de Crédito,8,30.3,21.83,0.2,193.93,174.63,19.31
2023-01-10,Deportes,Balón,Norte,Transferencia,7,271.62,122.5,0.0,1901.34,857.48,1043.86
2023-01-10,Deportes,Balón,Sur,Efectivo,2,163.93,112.53,0.0,327.87,225.06,102.81
2023-01-10,Juguetes,Coche RC,Oeste,Efectivo,5,171.25,95.68,0.15,727.81,478.4,249.41
2023-01-10,Electrónica,Smartphone,Norte,PayPal,4,56.04,33.48,0.1,201.75,133.9,67.85
2023-01-11,Deportes,Raqueta,Norte,Efectivo,2,55.43,24.34,0.05,105.32,48.68,56.63
2023-01-11,Hogar,Lámpara,Sur,PayPal,10,308.85,137.9,0.2,2470.83,1378.99,1091.84
2023-01-11,Ropa,Pantalón,Oeste,PayPal,6,235.2,175.22,0.0,1411.2,1051.29,359.91
2023-01-11,Ropa,Zapatos,Este,PayPal,2,128.35,83.89,0.0,256.7,167.78,88.92
2023-01-11,Juguetes,Coche RC,Este,PayPal,10,306.43,106.42,0.0,3064.32,1064.2,2000.13
2023-01-11,Juguetes,Puzzle,Sur,PayPal,5,23.38,13.06,0.1,105.2,65.3,39.9
2023-01-11,Hogar,Sofá,Centro,Transferencia,1,271.25,173.29,0.15,230.57,173.29,57.27
2023-01-11,Electrónica,Smartwatch,Norte,Efectivo,1,577.78,215.53,0.1,520.0,215.53,304.47
2023-01-11,Electrónica,Laptop,Norte,Efectivo,3,874.38,562.0,0.0,2623.15,1686.0,937.14
2023-01-11,Ropa,Chaqueta,Norte,Transferencia,3,63.33,36.94,0.0,189.98,110.81,79.16
2023-01-11,Hogar,Mesa,Sur,PayPal,5,53.18,31.52,0.0,265.92,157.58,108.34
2023-01-11,Hogar,Cama,Este,PayPal,10,130.55,55.7,0.2,1044.4,557.04,487.36
2023-01-12,Juguetes,Muñeca,Sur,Efectivo,2,240.42,141.47,0.2,384.67,282.95,101.72
2023-01-12,Juguetes,Muñeca,Este,PayPal,4,185.24,105.24,0.0,740.96,420.97,319.99
2023-01-12,Ropa,Pantalón,Norte,PayPal,7,138.85,69.67,0.0,971.93,487.7,484.23
2023-01-12,Electrónica,Smartwatch,Sur,Tarjeta de Crédito,2,373.7,235.86,0.05,710.04,471.72,238.32
2023-01-12,Juguetes,Lego,Este,Transferencia,7,189.11,104.13,0.15,1125.18,728.94,396.24
2023-01-12,Deportes,Balón,Sur,PayPal,10,223.08,118.42,0.0,2230.75,1184.17,1046.58
2023-01-12,Hogar,Lámpara,Sur,PayPal,8,163.14,70.45,0.0,1305.09,563.62,741.47
2023-01-12,Hogar,Cama,Este,Transferencia,5,221.12,129.39,0.0,1105.61,646.96,458.64
2023-01-13,Deportes,Pesas,Sur,Transferencia,8,151.69,65.63,0.1,1092.16,525.08,567.08
2023-01-13,Juguetes,Peluche,Oeste,Efectivo,7,70.83,38.89,0.15,421.45,272.24,149.21
2023-01-13,Deportes,Pesas,Sur,Tarjeta de Crédito,10,165.61,76.5,0.05,1573.26,764.97,808.29
2023-01-13,Deportes,Bicicleta,Este,Tarjeta de Crédito,3,37.37,19.67,0.0,112.12,59.0,53.12
2023-01-13,Electrónica,Tablet,Sur,Efectivo,9,1356.5,829.59,0.1,10987.68,7466.32,3521.36
2023-01-13,Deportes,Bicicleta,Este,Efectivo,6,287.9,128.99,0.2,1381.9,773.93,607.97
2023-01-13,Ropa,Chaqueta,Oeste,Efectivo,4,173.89,63.88,0.2,556.45,255.52,300.93
2023-01-14,Juguetes,Coche RC,Oeste,Tarjeta de Crédito,2,256.01,159.77,0.15,435.22,319.53,115.69
2023-01-14,Deportes,Cinta de correr,Oeste,Efectivo,7,11.91,4.85,0.15,70.86,33.96,36.9
2023-01-14,Deportes,Pesas,Este,Tarjeta de Crédito,5,15.97,6.34,0.2,63.88,31.71,32.17
2023-01-14,Ropa,Camiseta,Oeste,Transferencia,3,193.38,110.36,0.0,580.15,331.08,249.07
2023-01-14,Ropa,Zapatos,Este,Tarjeta de Crédito,6,330.87,121.06,0.0,1985.23,726.37,1258.86
2023-01-14,Juguetes,Puzzle,Sur,PayPal,8,113.61,62.93,0.0,908.86,503.41,405.45
2023-01-14,Deportes,Bicicleta,Sur,Transferencia,2,174.39,63.91,0.05,331.35,127.82,203.53
2023-01-14,Hogar,Lámpara,Norte,PayPal,2,202.14,125.92,0.05,384.07,251.84,132.23
2023-01-14,Deportes,Balón,Sur,Transferencia,8,145.84,86.07,0.2,933.4,688.59,244.8
2023-01-14,Ropa,Camiseta,Sur,Tarjeta de Crédito,4,130.72,82.84,0.1,470.6,331.36,139.24
2023-01-14,Electrónica,Smartwatch,Norte,Efectivo,7,467.33,181.24,0.1,2944.18,1268.67,1675.51
2023-01-14,Juguetes,Muñeca,Este,PayPal,8,58.68,22.85,0.15,399.04,182.82,216.21
2023-01-14,Electrónica,Smartphone,Este,PayPal,2,742.07,380.83,0.0,1484.15,761.67,722.48
2023-01-14,Electrónica,Laptop,Oeste,Transferencia,2,942.43,555.3,0.2,1507.89,1110.6,397.29
2023-01-14,Hogar,Mesa,Oeste,Tarjeta de Crédito,9,154.33,112.06,0.1,1250.08,1008.57,241.52
2023-01-14,Deportes,Bicicleta,Norte,Efectivo,6,37.32,23.03,0.0,223.94,138.15,85.79
2023-01-14,Ropa,Chaqueta,Este,Efectivo,2,303.72,122.92,0.0,607.43,245.84,361.59
2023-01-15,Juguetes,Muñeca,Este,PayPal,4,284.03,174.59,0.2,908.88,698.34,210.54
2023-01-15,Ropa,Camiseta,Oeste,Tarjeta de Crédito,7,107.49,40.89,0.1,677.17,286.25,390.92
2023-01-15,Ropa,Chaqueta,Oeste,Transferencia,9,221.08,141.45,0.2,1591.75,1273.03,318.72
2023-01-15,Ropa,Zapatos,Norte,PayPal,5,206.51,106.21,0.15,877.68,531.06,346.61
2023-01-15,Ropa,Chaqueta,Sur,Tarjeta de Crédito,9,98.27,39.11,0.2,707.53,352.0,355.54
2023-01-15,Deportes,Bicicleta,Sur,Transferencia,1,70.32,35.92,0.0,70.32,35.92,34.39
2023-01-15,Hogar,Cama,Centro,Transferencia,9,249.09,104.03,0.0,2241.83,936.29,1305.54
2023-01-15,Hogar,Silla,Este,Transferencia,7,20.59,7.53,0.2,115.32,52.68,62.64
2023-01-15,Ropa,Gorra,Oeste,Transferencia,10,90.12,46.6,0.0,901.19,466.03,435.17
2023-01-15,Ropa,Chaqueta,Oeste,PayPal,9,296.08,174.42,0.0,2664.73,1569.82,1094.92
2023-01-15,Juguetes,Peluche,Centro,Efectivo,5,138.98,89.03,0.0,694.9,445.14,249.76
2023-01-15,Ropa,Pantalón,Este,Efectivo,5,153.67,64.01,0.05,729.92,320.06,409.86
2023-01-15,Juguetes,Coche RC,Norte,Tarjeta de Crédito,1,103.18,42.19,0.2,82.55,42.19,40.36
2023-01-16,Deportes,Pesas,Oeste,Efectivo,8,265.93,131.95,0.15,1808.3,1055.6,752.7
2023-01-16,Hogar,Lámpara,Oeste,Tarjeta de Crédito,7,170.85,110.61,0.0,1195.97,774.24,421.72
2023-01-16,Juguetes,Muñeca,Sur,Tarjeta de Crédito,9,274.94,172.71,0.2,1979.54,1554.41,425.13
2023-01-16,Juguetes,Puzzle,Norte,Efectivo,7,142.92,63.36,0.0,1000.41,443.54,556.87
2023-01-16,Ropa,Gorra,Este,Tarjeta de Crédito,3,259.69,159.01,0.0,779.07,477.02,302.06
2023-01-16,Deportes,Bicicleta,Sur,Transferencia,1,212.82,109.9,0.05,202.18,109.9,92.28
2023-01-16,Hogar,Silla,Oeste,PayPal,7,10.17,4.59,0.2,56.97,32.14,24.83
2023-01-16,Hogar,Cama,Sur,PayPal,8,267.69,157.17,0.1,1927.38,1257.38,669.99
2023-01-16,Juguetes,Puzzle,Sur,PayPal,4,217.21,104.83,0.2,695.07,419.3,275.77
2023-01-16,Hogar,Cama,Sur,PayPal,5,83.31,42.91,0.0,416.53,214.57,201.96
2023-01-16,Juguetes,Muñeca,Centro,Transferencia,7,115.84,80.2,0.05,770.33,561.42,208.91
2023-01-16,Juguetes,Lego,Oeste,PayPal,6,24.19,11.46,0.0,145.15,68.77,76.38
2023-01-16,Hogar,Silla,Este,PayPal,1,278.89,182.13,0.05,264.95,182.13,82.82
2023-01-16,Juguetes,Puzzle,Este,Efectivo,1,182.07,107.39,0.0,182.07,107.39,74.68
2023-01-17,Electrónica,Smartwatch,Este,PayPal,7,236.03,113.23,0.0,1652.22,792.63,859.59
2023-01-17,Juguetes,Lego,Centro,Transferencia,5,120.29,64.3,0.1,541.28,321.49,219.79
2023-01-17,Ropa,Camiseta,Oeste,PayPal,8,106.97,51.99,0.0,855.77,415.93,439.84
2023-01-17,Juguetes,Peluche,Sur,Tarjeta de Crédito,7,261.55,116.61,0.15,1556.25,816.25,740.0
2023-01-17,Ropa,Pantalón,Norte,PayPal,5,237.48,126.75,0.15,1009.29,633.73,375.56
2023-01-17,Deportes,Balón,Sur,Efectivo,9,205.14,90.46,0.2,1476.98,814.13,662.85
2023-01-17,Ropa,Pantalón,Este,Efectivo,1,303.34,134.6,0.15,257.84,134.6,123.25
2023-01-17,Juguetes,Lego,Sur,PayPal,4,204.09,114.54,0.0,816.34,458.15,358.19
2023-01-17,Hogar,Sofá,Sur,Transferencia,1,39.33,16.64,0.0,39.33,16.64,22.69
2023-01-17,Hogar,Mesa,Este,PayPal,6,320.37,191.83,0.05,1826.12,1150.98,675.13
2023-01-17,Hogar,Silla,Este,Efectivo,8,104.77,56.24,0.15,712.41,449.9,262.51
2023-01-17,Juguetes,Puzzle,Este,Tarjeta de Crédito,2,45.38,33.09,0.15,77.15,66.19,10.96
2023-01-17,Ropa,Gorra,Norte,Efectivo,10,36.29,20.12,0.0,362.92,201.16,161.76
2023-01-17,Ropa,Camiseta,Sur,PayPal,1,340.31,157.09,0.05,323.29,157.09,166.2
2023-01-17,Electrónica,Tablet,Este,Efectivo,10,978.14,575.65,0.0,9781.41,5756.46,4024.95
2023-01-18,Juguetes,Coche RC,Norte,Transferencia,6,48.65,24.13,0.15,248.11,144.76,103.35
2023-01-18,Deportes,Pesas,Norte,Transferencia,9,102.97,63.83,0.2,741.37,574.51,166.87
2023-01-18,Electrónica,Smartwatch,Sur,Tarjeta de Crédito,10,1348.94,617.04,0.2,10791.51,6170.38,4621.13
2023-01-18,Hogar,Mesa,Norte,Tarjeta de Crédito,10,118.97,76.74,0.0,1189.69,767.43,422.26
2023-01-18,Juguetes,Lego,Centro,Transferencia,1,314.98,178.24,0.15,267.74,178.24,89.5
2023-01-18,Hogar,Lámpara,Este,Tarjeta de Crédito,7,187.75,124.05,0.2,1051.42,868.34,183.09
2023-01-18,Juguetes,Peluche,Oeste,Efectivo,4,86.43,40.64,0.2,276.58,162.55,114.03
2023-01-19,Ropa,Gorra,Oeste,Efectivo,8,121.17,77.71,0.15,823.98,621.69,202.28
2023-01-19,Deportes,Bicicleta,Oeste,Tarjeta de Crédito,1,127.42,62.53,0.15,108.31,62.53,45.78
2023-01-19,Electrónica,Tablet,Oeste,Transferencia,6,893.8,410.83,0.2,4290.24,2464.98,1825.26
2023-01-19,Juguetes,Puzzle,Este,Tarjeta de Crédito,2,198.33,88.81,0.0,396.66,177.63,219.03
2023-01-19,Deportes,Pesas,Norte,Tarjeta de Crédito,10,280.28,150.21,0.2,2242.23,1502.08,740.16
2023-01-19,Electrónica,Laptop,Oeste,Tarjeta de Crédito,3,573.84,302.02,0.0,1721.51,906.06,815.45
2023-01-19,Electrónica,Smartphone,Norte,Tarjeta de Crédito,10,657.61,335.72,0.1,5918.51,3357.19,2561.31
2023-01-19,Electrónica,Laptop,Norte,Efectivo,9,36.2,26.82,0.15,276.94,241.39,35.55
2023-01-19,Hogar,Lámpara,Este,Transferencia,7,243.55,126.84,0.0,1704.87,887.87,817.0
2023-01-19,Deportes,Bicicleta,Sur,PayPal,1,13.75,9.21,0.05,13.06,9.21,3.85
2023-01-20,Deportes,Cinta de correr,Este,Transferencia,10,91.51,47.66,0.15,777.86,476.6,301.25
2023-01-20,Hogar,Silla,Centro,PayPal,5,52.08,30.65,0.0,260.4,153.23,107.16
2023-01-20,Ropa,Camiseta,Sur,Transferencia,7,244.22,141.57,0.0,1709.57,991.02,718.56
2023-01-20,Deportes,Balón,Este,Efectivo,7,17.24,10.25,0.0,120.71,71.73,48.98
2023-01-20,Electrónica,Smartphone,Centro,PayPal,7,543.28,251.32,0.1,3422.66,1759.27,1663.39
2023-01-20,Juguetes,Lego,Centro,Tarjeta de Crédito,6,104.71,51.44,0.0,628.23,308.63,319.61
2023-01-20,Electrónica,Smartwatch,Centro,Efectivo,4,468.28,232.98,0.0,1873.11,931.9,941.21
2023-01-20,Hogar,Mesa,Norte,Tarjeta de Crédito,1,181.16,71.89,0.15,153.99,71.89,82.1
2023-01-20,Hogar,Mesa,Norte,Efectivo,6,129.71,71.47,0.0,778.27,428.84,349.44
2023-01-20,Juguetes,Peluche,Sur,Tarjeta de Crédito,3,114.43,63.54,0.2,274.64,190.63,84.01
2023-01-20,Ropa,Zapatos,Sur,PayPal,4,264.14,158.19,0.15,898.08,632.77,265.31
2023-01-20,Juguetes,Puzzle,Sur,Efectivo,8,264.04,133.72,0.0,2112.32,1069.79,1042.53
2023-01-20,Juguetes,Muñeca,Este,Tarjeta de Crédito,5,287.01,121.63,0.2,1148.02,608.13,539.89
2023-01-20,Electrónica,Smartwatch,Norte,Tarjeta de Crédito,6,1048.0,408.71,0.0,6288.01,2452.26,3835.75
2023-01-21,Ropa,Zapatos,Centro,PayPal,5,186.87,102.86,0.0,934.35,514.32,420.04
2023-01-21,Juguetes,Lego,Este,Efectivo,5,249.25,99.88,0.05,1183.92,499.42,684.5
2023-01-21,Hogar,Silla,Centro,Tarjeta de Crédito,7,57.87,26.77,0.2,324.05,187.38,136.67
2023-01-21,Hogar,Lámpara,Oeste,Tarjeta de Crédito,6,204.16,74.06,0.2,979.97,444.37,535.59
2023-01-21,Hogar,Mesa,Centro,Efectivo,5,99.28,56.26,0.0,496.42,281.32,215.1
2023-01-21,Electrónica,Auriculares,Este,PayPal,2,295.48,192.76,0.1,531.86,385.52,146.34
2023-01-21,Ropa,Zapatos,Centro,PayPal,6,114.71,46.06,0.0,688.24,276.35,411.89
2023-01-21,Electrónica,Laptop,Norte,PayPal,4,1543.66,562.28,0.0,6174.66,2249.12,3925.54
2023-01-21,Hogar,Lámpara,Oeste,Efectivo,6,12.84,7.75,0.0,77.06,46.48,30.58
2023-01-21,Ropa,Zapatos,Sur,Transferencia,5,153.14,81.35,0.15,650.85,406.75,244.1
2023-01-21,Ropa,Pantalón,Sur,Tarjeta de Crédito,10,232.72,94.63,0.0,2327.23,946.33,1380.9
2023-01-21,Electrónica,Smartwatch,Centro,Tarjeta de Crédito,6,1504.3,888.17,0.0,9025.79,5329.01,3696.79
2023-01-21,Deportes,Raqueta,Sur,Tarjeta de Crédito,8,305.3,180.27,0.1,2198.13,1442.13,756.0
2023-01-22,Deportes,Pesas,Oeste,Tarjeta de Crédito,5,70.18,40.47,0.0,350.88,202.33,148.55
2023-01-22,Hogar,Sofá,Norte,PayPal,1,314.68,190.24,0.0,314.68,190.24,124.44
2023-01-22,Deportes,Balón,Oeste,Transferencia,2,61.73,37.48,0.0,123.45,74.96,48.49
2023-01-22,Electrónica,Tablet,Norte,Tarjeta de Crédito,4,461.8,208.63,0.05,1754.84,834.51,920.33
2023-01-22,Electrónica,Auriculares,Centro,Transferencia,3,1276.01,938.65,0.15,3253.83,2815.96,437.87
2023-01-22,Deportes,Cinta de correr,Este,Tarjeta de Crédito,6,228.15,95.69,0.0,1368.93,574.14,794.78
